Transaction Name,Transaction Name URL,Organization Location,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Investor Names,Number of Investors,Organization Description,Organization Industries
Seed Round - Humio,https://www.crunchbase.com/funding_round/humio-seed--9fcc0572,"London, England, United Kingdom, Europe",Humio,https://www.crunchbase.com/organization/humio,Seed,2100000,GBP,2830177,2017-09-25,West Hill Capital,1,"Humio provides a live observability platform that enables data aggregation, exploration, reporting, and analysis from a range of sources.","Analytics, Data Integration, Information Technology, Management Information Systems"
Series A - Huboo,https://www.crunchbase.com/funding_round/huboo-series-a--cb557d6b,"Bristol, Bristol, City of, United Kingdom, Europe",Huboo,https://www.crunchbase.com/organization/huboo,Series A,14000000,GBP,18010716,2020-09-29,"Ada Ventures, Episode 1, Hearst Ventures, Maersk Growth, Stride.VC, True.",6,Huboo is an eCommerce fulfilment partner using great people and smart technology to enable businesses to grow.,"E-Commerce, Logistics, Marketplace, Software, Supply Chain Management"
Series A - Grey Wolf Therapeutics,https://www.crunchbase.com/funding_round/greywolf-therapeutics-series-a--5767b41a,"Oxford, Oxfordshire, United Kingdom, Europe",Grey Wolf Therapeutics,https://www.crunchbase.com/organization/greywolf-therapeutics,Series A,5000000,GBP,7018164,2018-04-01,,,Small molecules to increase tumor detection by the immune system,"Biotechnology, Health Care, Therapeutics"
Seed Round - FiveAI,https://www.crunchbase.com/funding_round/fiveai-seed--48a00360,"Cambridge, Cambridgeshire, United Kingdom, Europe",FiveAI,https://www.crunchbase.com/organization/fiveai,Seed,2700000,USD,2700000,2016-07-13,"Amadeus Capital Partners, Kindred Capital, Notion Capital",3,FiveAI provides a software platform designed for providing a solution in urban mobility in public transport to complex urban environments.,"Artificial Intelligence, Autonomous Vehicles, Machine Learning, Software"
Series A - Legl,https://www.crunchbase.com/funding_round/legl-beb2-series-a--5659d3ff,"London, England, United Kingdom, Europe",Legl,https://www.crunchbase.com/organization/legl-beb2,Series A,5000000,GBP,6959940,2021-03-12,"Al Giles, BACKED VC, Carlos Gonzalez- Cadenas, First Round Capital, Hayden Brown, Octopus Ventures, Samaipata",7,Legl provides cloud-based solutions bringing law firms into the digital-first world.,"Cloud Computing, Legal, SaaS, Software"
Seed Round - Ultromics,https://www.crunchbase.com/funding_round/ultromics-seed--6f766c8e,"Oxford, Oxfordshire, United Kingdom, Europe",Ultromics,https://www.crunchbase.com/organization/ultromics,Seed,2000000,GBP,2579500,2017-05-01,Oxford Science Enterprises,1,Ultromics clinicians and engineers working together to set new standards for world-class cardiovascular diagnostic tools.,"Artificial Intelligence, Computer Vision, Health Care, Health Diagnostics, Medical, Software"
Series A - Smol,https://www.crunchbase.com/funding_round/smol-series-a--293b9b6b,"London, England, United Kingdom, Europe",Smol,https://www.crunchbase.com/organization/smol,Series A,8000000,GBP,10184803,2020-07-21,"Balderton Capital, JamJar Investments, Tom Hulme",3,Smol is a homecare startup that delivers eco-friendly laundry capsules and dishwasher tablets to people's homes.,"Consumer Goods, Home Health Care, Laundry and Dry-cleaning"
Series A - AccelerComm,https://www.crunchbase.com/funding_round/accelercomm-series-a--b4581e02,"Southampton, Southampton, United Kingdom, Europe",AccelerComm,https://www.crunchbase.com/organization/accelercomm,Series A,5800000,GBP,7435020,2020-09-21,"Bloc Ventures, IP Group, IQ Capital",3,AccelerComm is a semiconductor IP-core company specialising in channel coding solutions.,Semiconductor
Seed Round - Disperse.io,https://www.crunchbase.com/funding_round/disperse-io-seed--a4f025f8,"London, England, United Kingdom, Europe",Disperse.io,https://www.crunchbase.com/organization/disperse-io,Seed,30000,GBP,45183,2015-11-30,"Ignite Accelerator, Seedrs",2,Disperse.io is a VC-backed artificial intelligence construction startup focused on improving on-site productivity.,"Artificial Intelligence, Construction, Information Technology, Machine Learning"
Series A - AllPlants,https://www.crunchbase.com/funding_round/allplants-series-a--2bed0519,"London, England, United Kingdom, Europe",AllPlants,https://www.crunchbase.com/organization/allplants,Series A,7500000,GBP,9856010,2018-09-19,"David Milner, Felix Capital, Jack Harries, Octopus Ventures, Otiva, Simon Nixon",6,AllPlants is a VC-backed B-Corp on a mission to become Earth’s most forward-thinking food company.,"Delivery, Food and Beverage, Food Delivery, Nutrition"
Series A - Wirex,https://www.crunchbase.com/funding_round/wirex-limited-series-a--a34e8cbb,"London, England, United Kingdom, Europe",Wirex,https://www.crunchbase.com/organization/wirex-limited,Series A,3000000,USD,3000000,2017-03-06,SBI Group,1,Wirex is a digital payment platform that aims to make crypto and traditional currencies equal and accessible to everyone.,"Apps, Blockchain, Cryptocurrency, Financial Services, FinTech, Personal Finance"
Series A - Pollinate,https://www.crunchbase.com/funding_round/pollinate-international-series-a--6160e93d,"London, England, United Kingdom, Europe",Pollinate,https://www.crunchbase.com/organization/pollinate-international,Series A,60000000,GBP,77631213,2019-10-31,"EFM Asset Management, Mastercard, Motive Partners, NatWest Group",4,Pollinate Networks is a platform that works with banks to create data-driven experiences for merchants and consumers.,"Banking, Financial Services, FinTech, Software"
Seed Round - Colorifix,https://www.crunchbase.com/funding_round/colorifix-seed--b31ae748,"Norwich, Norfolk, United Kingdom, Europe",Colorifix,https://www.crunchbase.com/organization/colorifix,Seed,3000000,USD,3000000,2018-12-17,"H&M Group Ventures (Prev. H&M CO:LAB), Primera Impact, SAGANA, University of Cambridge Enterprise, WENVEST Capital",5,"Colorifix is the first company to use a biological process to produce, deposit and fix pigments onto textiles.","Biotechnology, Commercial, Fashion"
Seed Round - Accurx,https://www.crunchbase.com/funding_round/accurx-2-seed--e916e516,"London, England, United Kingdom, Europe",Accurx,https://www.crunchbase.com/organization/accurx-2,Seed,,,,2018-09-12,DigitalHealth.London Accelerator,1,"Accurx is on a mission to make patients healthier and healthcare staff happier, through seamless communication.","Computer, Health Care, Information Technology, Internet, Software"
Series A - Creavo Medical Technologies,https://www.crunchbase.com/funding_round/creavo-medical-technologies-series-a--f45cbad5,"Coventry, Coventry, United Kingdom, Europe",Creavo Medical Technologies,https://www.crunchbase.com/organization/creavo-medical-technologies,Series A,4600000,GBP,6661424,2016-02-11,,,Creavo Medical Technologies is an innovative British company developing diagnostics technology for acute medical settings.,"Hardware, Health Care, Life Science, Medical, Medical Device"
Seed Round - Kwiff,https://www.crunchbase.com/funding_round/kwiff-seed--83b60dba,"London, England, United Kingdom, Europe",Kwiff,https://www.crunchbase.com/organization/kwiff,Seed,,,,2016-06-01,Velo Partners,1,Kwiff is a native mobile sports betting app available in the United Kingdom on both iOS and Android.,"Gaming, Mobile Apps, Online Games, Recreation, Sports"
Seed Round - Loot Financial Services,https://www.crunchbase.com/funding_round/loot-financial-services-seed--fc7a56c3,"London, England, United Kingdom, Europe",Loot Financial Services,https://www.crunchbase.com/organization/loot-financial-services,Seed,1500000,GBP,2202275,2016-06-20,"Global Founders Capital, GoBeyond, Speedinvest",3,Loot Financial Services  is a banking and money management app for students.,"Apps, Banking, Finance, Financial Services, Payments"
Seed Round - Limitless,https://www.crunchbase.com/funding_round/limitless-2-seed--ea5c2487,"London, England, United Kingdom, Europe",Limitless,https://www.crunchbase.com/organization/limitless-2,Seed,2200000,GBP,2964201,2017-12-01,"Downing Ventures, Unilever Ventures",2,The Limitless GigCX platform enables businesses to connect customers with qualified experts to solve customer service enquiries on-demand.,"Apps, Artificial Intelligence, Customer Service, Internet"
Seed Round - Marshmallow,https://www.crunchbase.com/funding_round/marshmallow-seed--277501cb,"London, England, United Kingdom, Europe",Marshmallow,https://www.crunchbase.com/organization/marshmallow,Seed,1200000,USD,1200000,2018-06-07,"Chris Adelsbach, Investec, Passion Capital",3,Marshmallow is a full-stack insurance carrier driven by technology.,"Finance, Financial Services, FinTech, Insurance, InsurTech"
Seed Round - DICE,https://www.crunchbase.com/funding_round/dice-seed--404ef7e6,"London, England, United Kingdom, Europe",DICE,https://www.crunchbase.com/organization/dice,Seed,,,,2015-05-01,Mick Hagen,1,DICE is a curated platform that connects fans to live shows.,"Events, Media and Entertainment, Music, Ticketing"
Series A - Weaveworks,https://www.crunchbase.com/funding_round/weaveworks-series-a--57867b13,"London, England, United Kingdom, Europe",Weaveworks,https://www.crunchbase.com/organization/weaveworks,Series A,5000000,USD,5000000,2014-12-03,"Accel, Redline Capital",2,Weaveworks simplifies operating Kubernetes workloads and provides a developer-centric operating model for cloud-native applications.,"Cloud Computing, Developer Tools, Enterprise Software, Software"
Seed Round - PhoreMost,https://www.crunchbase.com/funding_round/phoremost-seed--5383194b,"Cambridge, Cambridgeshire, United Kingdom, Europe",PhoreMost,https://www.crunchbase.com/organization/phoremost,Seed,3800000,USD,3800000,2015-03-11,"Amadeus Capital Partners, Jonathan Milner, Parkwalk Advisors, Prashant Shah, Sunil Shah",5,"PhoreMost is a new-model drug discovery company based in Cambridge, UK.","Biopharma, Biotechnology, Health Care"
Seed Round - DICE,https://www.crunchbase.com/funding_round/dice-seed--adcbb1d5,"London, England, United Kingdom, Europe",DICE,https://www.crunchbase.com/organization/dice,Seed,3800000,USD,3800000,2014-09-01,"Andy McLoughlin, Bob Angus, Duncan Jennings, Karen Hanton, Mustafa Suleyman, Tim Clarke, White Star Capital",7,DICE is a curated platform that connects fans to live shows.,"Events, Media and Entertainment, Music, Ticketing"
Seed Round - Superscript,https://www.crunchbase.com/funding_round/superscript-seed--97d81eae,"London, England, United Kingdom, Europe",Superscript,https://www.crunchbase.com/organization/superscript,Seed,,,,2017-06-26,Earlymarket,1,Superscript provides business insurance designed specifically to meet the fast-changing needs of small businesses.,"Blockchain, Commercial Insurance, Cryptocurrency, Insurance, InsurTech"
Seed Round - ENOUGH,https://www.crunchbase.com/funding_round/3fbio-seed--5fb7e085,"Glasgow, Glasgow City, United Kingdom, Europe",ENOUGH,https://www.crunchbase.com/organization/3fbio,Seed,461000,GBP,604362,2017-07-16,"DCVC, EOS Technology Investment Syndicate, Nick Elmslie, Scottish Investment Bank, University of Strathclyde",5,ENOUGH is a foodtech startup producing protein through fermenting fungi using renewable feedstocks.,"3D Technology, Biotechnology, Food and Beverage, Food Processing, Information Services, Information Technology"
Seed Round - Loot Financial Services,https://www.crunchbase.com/funding_round/loot-financial-services-seed--122647ce,"London, England, United Kingdom, Europe",Loot Financial Services,https://www.crunchbase.com/organization/loot-financial-services,Seed,2500000,GBP,3098285,2016-11-07,"Global Founders Capital, GoBeyond, Speedinvest",3,Loot Financial Services  is a banking and money management app for students.,"Apps, Banking, Finance, Financial Services, Payments"
Seed Round - Flock,https://www.crunchbase.com/funding_round/flockcover-seed--6831d97e,"London, England, United Kingdom, Europe",Flock,https://www.crunchbase.com/organization/flockcover,Seed,,,,2017-05-04,R/GA Ventures,1,London-based insurtech building the world's first fully digital insurance company for connected and autonomous commercial vehicles,"Artificial Intelligence, Automotive, Autonomous Vehicles, Big Data, FinTech, Fleet Management, Insurance, InsurTech, Software"
Series A - Storm Therapeutics,https://www.crunchbase.com/funding_round/iceni-therapeutics-series-a--359ea781,"Cambridge, Cambridgeshire, United Kingdom, Europe",Storm Therapeutics,https://www.crunchbase.com/organization/iceni-therapeutics,Series A,4000000,GBP,5428145,2018-01-08,Taiho Ventures,1,Targeting pathways that modify RNA to deliver novel cancer therapeutics,"Biotechnology, Health Care, Medical, Therapeutics"
Seed Round - Lifebit,https://www.crunchbase.com/funding_round/lifebit-ai-seed--d95a1e5b,"London, England, United Kingdom, Europe",Lifebit,https://www.crunchbase.com/organization/lifebit-ai,Seed,3000000,USD,3000000,2018-07-19,"Connect Ventures, Pentech Ventures, Tiny VC",3,"Lifebit CloudOS is the intelligent genomics platform that is the industry standard for unified, secure research over distributed big data.","Artificial Intelligence, Bioinformatics, Biotechnology, Cloud Data Services, Genetics, Life Science, Machine Learning, Pharmaceutical, Software"
Series A - Codat,https://www.crunchbase.com/funding_round/codat-series-a--9570ee69,"London, England, United Kingdom, Europe",Codat,https://www.crunchbase.com/organization/codat,Series A,10000000,USD,10000000,2020-06-11,Index Ventures,1,Codat is the universal API for business data,"Developer APIs, Financial Services, FinTech, SaaS, Software"
Series A - Tractable,https://www.crunchbase.com/funding_round/tractable-series-a--cd2b5e66,"London, England, United Kingdom, Europe",Tractable,https://www.crunchbase.com/organization/tractable,Series A,8000000,USD,8000000,2017-01-12,"415, Andrew Homer, Entrepreneur First, Greg Gladwell, Ignition Partners, Isomer Capital, Scott Roza, Stuart Bartlett, Tony Emms, Zetta Venture Partners",10,Tractable is a software company that develops artificial intelligence for accident and disaster recovery.,"Artificial Intelligence, Computer Vision, Insurance, Machine Learning, Software"
